id,display,category,categoryMedium_mv,categoryPublication_mv,country_mv,dateCataloged,dateModified,dateOrigin,dateOriginComment_mv,displayAddition1,displayAddition2,displayName,filterDigital,filterMedium_mv,filterSource,filterType_mv,noteContent_mv,noteRequirements_mv,publicationHistory,publisherOriginalText_mv,schemaVersion,source,subjectOther_mv,textualHolding_mv,title,titleOther_text_mv,titleOther_type_mv,url,website_description_mv,website_url_mv
DBIS100140,"Obelex Meta : Online-Bibliografie zur Elektronischen Lexikografie, Forschungsliteratur",Digitale Nachschlagewerke,Online-Ressource,Fachbibliographie,,2020-08-18,2025-10-29,,,Fachbibliographie,,,True,Datenbank,Digitale Nachschlagewerke,Daten,"Die systematisch zusammengestellte Bibliografie enthält Artikel, Monografien und Sammelbände zur elektronischen Lexikografie, Schwerpunkt Online-Lexikografie, sowie Rezensionen zu digitalen Wörterbüchern. Systematisch ist die Forschungsliteratur seit dem Jahr 2000 aufgearbeitet, ältere Arbeiten sind vereinzelt integriert. Derzeit sind ca. 1.200 Einträge verzeichnet.",,,,0.16.0,AK,Lexikographie␟Wörterbuch␟Elektronisches Publizieren␟Bibliographie,,"Obelex Meta : Online-Bibliografie zur Elektronischen Lexikografie, Forschungsliteratur",ObelexMeta␟OWID␟Online-Wortschatz-Informationssystem Deutsch,370n␟370n␟370n,https://www.dla-marbach.de/find/opac/id/DBIS100140,Zugang,http://www.owid.de/obelex/meta
DBIS100142,The Dialect Atlas of Newfoundland and Labrador,Digitale Nachschlagewerke,Online-Ressource,Portal,Kanada,2020-08-18,2025-01-13,,,Portal,,,True,Datenbank,Digitale Nachschlagewerke,Daten,Interaktiver Dialekt-Atlas der die geographische (und in Teilen auch soziale) Verteilung traditioneller Dialekte des kanadischen Englisch in den Provinzen Neufundland und Labrador dokumentiert.,,,,0.16.0,AK,Dialekt␟Kanada,,The Dialect Atlas of Newfoundland and Labrador,,,https://www.dla-marbach.de/find/opac/id/DBIS100142,Zugang,https://dialectatlas.mun.ca/
DBIS100145,Digitale Edition der Korrespondenz August Wilhelm Schlegels,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,Deutschland,2020-08-18,2025-05-23,,,Volltextdatenbank,,"SLUB Dresden, Philipps-Universität Marburg, Kompetenzzentrum - Trier Center for Digital Humanities",True,Datenbank,Digitale Nachschlagewerke,Daten,"Das Projekt führt die gesamte Korrespondenz August Wilhelm Schlegels, also ca. 5.300 Briefe, die zum Teil gedruckt, zum Teil bislang jedoch nur handschriftlich überliefert sind, in einer digitalen Edition zusammen. Zu jedem Brief soll ein Höchstmaß an Information geboten werden, also, je nach Verfügbarkeit:
<ul>
<li>    Image-Digitalisat der Handschriften (bzw. zusätzlich eventueller Entwürfe oder Abschriften)</li>
<li>    Image-Digitalisat bereits vorliegender Drucke</li>
<li>    durchsuchbarer Volltext auf der Grundlage des Drucks oder einer eigenen Transkription; bereits gedruckte Briefe werden nicht neu transkribiert </li>
<li>    differenzierte Auszeichnung bzw. Registererstellung unter Verwendung normierter Metadaten mit Verlinkung zur GND und zu Volltexten </li>
<li>    Schnittstellen zu Kalliope und den digitalen Sammlungen, insbesondere der SLUB </li></ul>
In dieser ständig aktualisierten Betaversion sind  5.322
Originalbriefe, davon 4.958 Briefe als Volltext, darunter fast alle gedruckten 2.450 Briefe, 2.380 mit einem mehrgliedrigen Register versehen, 2.487 Neutranskriptionen und 759 Kurzbiographien von Korrespondenzpartnern frei zugänglich (Stand: 13.09.2023).",,,"SLUB Dresden, Philipps-Universität Marburg, Kompetenzzentrum - Trier Center for Digital Humanities",0.16.0,AK,August Wilhelm Schlegel␟Briefe␟Briefsammlung␟Korrespondenz,,Digitale Edition der Korrespondenz August Wilhelm Schlegels,Papiers à Mr. Schlegel,370n,https://www.dla-marbach.de/find/opac/id/DBIS100145,Zugang,http://august-wilhelm-schlegel.de/
DBIS100153,PalatinaSEARCH,Digitale Nachschlagewerke,Online-Ressource,"Bestandsverzeichnis, Sammlung Nicht-Textueller-Materialien",Vatikanstadt,2020-08-18,2025-01-13,,,"Bestandsverzeichnis, Sammlung Nicht-Textueller-Materialien",,Universitätsbibliothek Heidelberg,True,Datenbank,Digitale Nachschlagewerke,Daten,"Die Datenbank führt die Bestände der ehemaligen Bibliotheca Palatina virtuell wieder zusammen. Für die Recherche stehen die Erschließungsdaten der in Heidelberg und in der Biblioteca Apostolica Vaticana aufbewahrten Palatina-Handschriften sowie die bibliographischen Daten der ca. 13.000 heute ebenfalls in Rom liegenden Druckschriften der Bibliotheca Palatina (Stampati Palatini) zur Verfügung. Suchbar sind Entstehungszusammenhänge, kodikologische oder paläographische Sachverhalte, Signaturen, Vorbesitzer, Autoren, Werke, Initien (nur bei Handschriften) sowie die Sacherschließung der Texte mittels des normierten Vokabulars der Gemeinsamen Normdatei (GND). Digitalisate der Handschriften sind - soweit bereits verfügbar - direkt verlinkt.<br>
Die Datenbank ist noch im Aufbau und wird fortlaufend ergänzt.",,,Universitätsbibliothek Heidelberg,0.16.0,AK,Palatina Heidelberg␟Handschrift␟Druckwerk␟Universitätsbibliothek Heidelberg␟Palatina␟Vatikanische Bibliothek␟Palatina,,PalatinaSEARCH,Palatina-Search␟Bibliotheca Palatina Digital,370n␟370n,https://www.dla-marbach.de/find/opac/id/DBIS100153,Zugang,https://palatina-search.bsz-bw.de/
DBIS100155,Alf Prøysen,Digitale Nachschlagewerke,Online-Ressource,Fachbibliographie,Norwegen,2020-08-18,2025-06-19,,,Fachbibliographie,,Nasjonalbiblioteket,True,Datenbank,Digitale Nachschlagewerke,Daten,"Diese bibliographische Datenbank der norwegischen Nationalbibliothek verzeichnet Primär- und Sekundärliteratur zu dem norwegischen Autoren Alf Proysen. Dazu gehören Monographien sowie Aufsätze aus Sammelbänden, Zeitschriften und Zeitungen.",,,Nasjonalbiblioteket,0.16.0,AK,"Norwegisch␟Prøysen, Alf | Journalist; Schriftsteller",,Alf Prøysen,Alf Prøysen-bibliografi␟Alf Prøysen: bibliography and discography,370n␟370n,https://www.dla-marbach.de/find/opac/id/DBIS100155,Zugang,http://www.nb.no/bibliografi/proysen/
DBIS100156,Finlandssvenska bebyggelsenamn,Digitale Nachschlagewerke,Online-Ressource,Faktendatenbank,Finnland␟Schweden,2020-08-18,2025-06-05,,,Faktendatenbank,,,True,Datenbank,Digitale Nachschlagewerke,Daten,"Die von der Schwedischen Literaturgesellschaft in Finnland herausgegebene Webversion von Lars Huldéns Werk Finlandssvenska bebyggelsenamn mit ca. 3000 Ortsnamen enthält Namen von Orten, Kommunen, Städten sowie historische Gemeindenamen, Namen von Landschaften in schwedischsprachigen bzw. zweisprachigen Gebieten und eine Auswahl von schwedischen Namen in finnischsprachigen Gebieten.",,,,0.16.0,AK,Finnlandschwedisch␟Ortsnamen,,Finlandssvenska bebyggelsenamn,,,https://www.dla-marbach.de/find/opac/id/DBIS100156,Zugang,http://bebyggelsenamn.sls.fi/
DBIS100158,Zacharias Topelius Skrifter,Digitale Nachschlagewerke,Online-Ressource,"Sammlung Nicht-Textueller-Materialien, Volltextdatenbank",Finnland␟Schweden,2020-08-18,2025-06-26,,,"Sammlung Nicht-Textueller-Materialien, Volltextdatenbank",,,True,Datenbank,Digitale Nachschlagewerke,Daten,"Die von der Schwedischen Literaturgesellschaft in Finnland herausgegebene digitale textkritische und kommentierte Ausgabe der Schriften von Zacharias Topelius enthält historische Romane, Gedichte, Psalmen, Sagen und Schulbücher sowie seine journalistischen Arbeiten, Briefe, Tagebücher und Vorlesungen. Weiter finden sich ausgewählte Faksimileausgaben und eine Bilddatenbank mit zeitgenössischen Illustrationen aus den Werken des Autors.",,,,0.16.0,AK,"Finnlandschwedisch␟Topelius, Zacharias | Schriftsteller; Historiker; Redakteur; Kinderbuchautor",,Zacharias Topelius Skrifter,[ZTS],370n,https://www.dla-marbach.de/find/opac/id/DBIS100158,Zugang,https://topelius.sls.fi
DBIS100166,Europeana Newspapers,Digitale Nachschlagewerke,Online-Ressource,"Volltextdatenbank, Zeitung",Deutschland␟Estland␟Europa␟Finnland␟Island␟Italien␟Lettland␟Niederlande␟Oesterreich␟Polen␟Serbien␟Spanien,2020-08-18,2025-06-19,,,"Volltextdatenbank, Zeitung",1618-,Euorpeana,True,Datenbank,Digitale Nachschlagewerke,Daten,Volltext-Datenbank für historische europäische Zeitungen aus 20 europäischen Ländern,,1618-,Euorpeana,0.16.0,AK,Europa,1618-,Europeana Newspapers,europeana - Zeitung,370n,https://www.dla-marbach.de/find/opac/id/DBIS100166,Zugang,https://www.europeana.eu/de/collections/topic/18-newspapers
DBIS100176,UNESCO Atlas of the Worlds Languages in Danger,Digitale Nachschlagewerke,Online-Ressource,"Faktendatenbank, Wörterbuch, Enzyklopädie, Nachschlagwerk",,2020-08-18,2025-10-29,,,"Faktendatenbank, Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,"Über die Datenbank können Namen der bedrohten Sprachen, Grad der Bedrohung und Länder, in denen die Sprache gesprochen wird recherchiert werden. Zusätzlich stehen ergänzende Informationen wie Quellen, Bibliographien, Webseiten und andere Ressourchen zu den jeweiligen Sprachen zur Verfügung.",,,,0.16.0,AK,Sprache␟Sprachverbreitung,,UNESCO Atlas of the Worlds Languages in Danger,Interactive Atlas of the Worlds Languages in Danger,370n,https://www.dla-marbach.de/find/opac/id/DBIS100176,Zugang,https://en.wal.unesco.org/
DBIS100184,eluxemburgensia,Digitale Nachschlagewerke,Online-Ressource,Zeitung,Luxemburg,2020-08-18,2025-08-13,,,Zeitung,1844-2007,,True,Datenbank,Digitale Nachschlagewerke,Daten,"eluxemburgensia bietet einen Volltextzugriff auf zwölf luxemburgische Tages- und Wochenzeitungen. 
<br />
Hierzu gehören z.B. das Luxemburger Wort (1848-) und das Tageblatt (1913-), die bis zum Jahrgang 1950 digital verfügbar sind. Die Ausgaben der Zeitung dLëtzebuerger Land sind von 1954 bis 2007 vollständig gescannt. 
<br />
Neben der Volltextsuche ist in der Erweiterten Suche eine gezielte Recherche nach Artikelüberschriften, nach Bildlegenden, Produktwerbungen und Todesanzeigen möglich. Durch das Anklicken eines Artikels erhält man zusätzlich den durch die automatische Zeichenerkennung (OCR) gewonnen Text.
<br />
<br />
Weitere elf Periodika sind über das Vorgängerprojekt <a href=""http://www.luxemburgensia.bnl.lu""> luxemburgensia</a> im Bildmodus aufrufbar. Dies bedeutet, dass bei diesen Titeln keine Volltextsuche zur Verfügung steht, sondern allein die einzelnen Ausgaben als Bilddateien eingesehen werden können. Darunter befindet sich die erste Zeitschrift Luxemburgs La Clef du cabinet des princes de l’Europe (1704-1794).","Die Datenbank kann auf Deutsch, Englisch und Französisch benutzt werden.",1844-2007,,0.16.0,AK,Luxemburg␟Zeitung,1844-2007,eluxemburgensia,eLuxemburgensia,370n,https://www.dla-marbach.de/find/opac/id/DBIS100184,Zugang,https://eluxemburgensia.lu/de
DBIS100192,PhilSci-Archive,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2020-08-18,2025-01-13,,,Volltextdatenbank,,University of Pittsburgh,True,Datenbank,Digitale Nachschlagewerke,Daten,"Das PhilSci-Archive stellt kostenlos Vorabdrucke von Artikeln und Konferenzberichten zur Verfügung. Die Inhalte stammen aus allen Bereichen der Wissenschaftsphilosophie, einschließlich allgemeine Wissenschaftsphilosophie, Philosophie von bestimmten Wissenschaften (Physik, Biologie, Psychologie,...), feministische Wissenschaftsphilosophie oder auch die Geschichte der Wissenschaftsphilosophie.",,,University of Pittsburgh,0.16.0,AK,Open Access␟Philosophie␟Wissenschaftsphilosophie,,PhilSci-Archive,An Archive for Preprints in Philosophy of Science,370n,https://www.dla-marbach.de/find/opac/id/DBIS100192,Zugang,http://philsci-archive.pitt.edu/
DBIS100200,Ritmálssafn Orðabókar Háskólans,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Island,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Stofnun Árna Magnússonar í íslenskum fræðum,True,Datenbank,Digitale Nachschlagewerke,Daten,"Die Datenbank des Lexikologischen Instituts enthält Beispiele zum Gebrauch der Wörter in isländischen schriftlichen Quellen über einen Zeitraum von fast fünfhundert Jahren, von der Mitte des 16.  bis zum Ende des 20. Jahrhunderts. Die Beispiele entstammen überwiegend  gedruckten Büchern oder Zeitschriften, es wurden aber auch Beispiele aus Handschriften gesammelt. Die älteste ausgewertete Schrift ist Oddur Gottskálkssons Übersetzung des Neuen Testaments von 1540, das erste auf isländisch gedruckte Buch. Es wurde fast das gesamte im Druck vorliegende Material von Beginn bis zum 19. Jahrhundert ausgewertet, dazu ein Großteil aus dem 20. Jahrhundert. Geplant ist die Sammlung von ca. 2,5 Millionen Beispielen für die Verwendung von fast 700.000 Wörtern.",,,Stofnun Árna Magnússonar í íslenskum fræðum,0.16.0,AK,Isländisch␟Schriftsprache,,Ritmálssafn Orðabókar Háskólans,,,https://www.dla-marbach.de/find/opac/id/DBIS100200,Zugang,http://ritmalssafn.arnastofnun.is/
DBIS100201,Hugtakasafn þýðingamiðstöðvar utanríkisráðuneytisins,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Island,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,"Datenbank des isländischen Außenministeriums mit Übersetzungen von Standardformulierungen für amtliche Publikationen aus dem Bereich des Europäischen Wirtschaftsraums und der Europäischen Gemeinschaft.

Die Hauptsprachen sind Isländisch und Englisch, es können auch Begriffe in weiteren skandinavischen Sprachen, Französisch, Deutsch und Latein gesucht werden.",,,,0.16.0,AK,Isländisch␟Amtssprache,,Hugtakasafn þýðingamiðstöðvar utanríkisráðuneytisins,,,https://www.dla-marbach.de/find/opac/id/DBIS100201,Zugang,https://clarin.is/gogn/translation/
DBIS100202,REDE : Regionalsprache.de,Digitale Nachschlagewerke,Online-Ressource,Portal,Deutschland,2020-08-18,2025-05-27,,,Portal,1888-,Forschungszentrum Deutscher Sprachatlas,True,Datenbank,Digitale Nachschlagewerke,Daten,"Ziel des Projekts REDE ist die systematische Erschließung der modernen Regionalsprachen des Deutschen. Hierunter wird die gesprochene Alltagssprache der meisten Sprachteilhaber verstanden.
<br />
<br />
Grundstock des Vorhabens ist der Digitale Wenker-Atlas. Dabei handelt es sich um die Internetpublikation des ältesten und nach Datenumfang sowie Ortsnetzdichte bis heute größten Sprachatlasses der Welt. So umfasst Georg Wenkers Sprachatlas des Deutschen Reichs (Erhebungszeitraum 1876-1887) 1.668 handgezeichnete Karten und basiert auf über 40.000 Erhebungsorten (ohne die Orte aus den Nacherhebungen). 
<br />
<br />
Die Plattform gliedert sich in mehrere Bereiche. So ist das Sprachgeographische Informationssystem (SprachGIS) der Nachfolger und die Erweiterung der weiterhin existierenden Website<a href=""http://www.diwa.info""> Digitaler Wenker-Atlas (DiWA)</a>. Es bietet u.a. Zugriff auf digitalisierte Sprachatlanten, Tondokumente und Wenkerbogen. Auch können eigene Karten und Auswertungen erstellen werden.
<br />
Daneben ist eine gesonderte Recherche im Audio-Katalog (erfasst Sprachaufnahmen zu den Regionalatlanten des Deutschen), in GOBA, der Georeferenzierten Online-Bibliographie Areallinguistik (verzeichnet regionalsprachliche Forschungsliteratur) und im Wenkerbogen-Katalog (erschließt die originalen Erhebungsfragebogen aus dem Sprachatlas des Deutschen Reichs) möglich.",,1888-,Forschungszentrum Deutscher Sprachatlas,0.16.0,AK,Deutsch␟Sprachgeographie␟Sprachatlas␟Dialektologie,1888-,REDE : Regionalsprache.de,Forschungsplattform zu den modernen Regionalsprachen des Deutschen,370n,https://www.dla-marbach.de/find/opac/id/DBIS100202,Zugang,http://www.regionalsprache.de
